id,gen,varsta,educatie,regiune,mediu,salariu_lunar_net_lei,promovat
3016,F,43,Liceu,Sud-Est,Rural,3123.0,Da
3017,F,35,Profesional,Vest,Rural,3604.0,Nu
3018,F,55,Facultate,Nord-Vest,Urban,5324.0,Da
3019,F,52,Primar,Nord-Est,Rural,2200.0,Nu
3020,M,47,Liceu,Nord-Est,Rural,2287.0,Da
3021,F,27,Profesional,Sud-Est,Urban,3114.0,Nu
3022,F,29,Facultate,Sud-Muntenia,Rural,3734.0,Nu
3023,F,66,Facultate,Nord-Vest,Rural,4640.0,Da
3024,F,42,Postliceal,Nord-Vest,Urban,3451.0,Nu
3025,F,46,Facultate,Bucuresti-Ilfov,Urban,7010.0,Nu
3026,M,43,Profesional,Bucuresti-Ilfov,Rural,5988.0,Nu
3027,F,38,Profesional,Sud-Est,Urban,5257.0,Da
3028,M,24,Liceu,Sud-Muntenia,Rural,2200.0,Nu
3029,M,67,Gimnaziu,Centru,Urban,4853.0,Nu
3030,M,48,Doctorat,Sud-Est,Rural,7478.0,Da
3031,F,51,Postliceal,Nord-Vest,Urban,4544.0,Nu
3032,F,53,Postliceal,Sud-Est,Urban,4324.0,Nu
3033,M,48,Liceu,Sud-Est,Urban,6082.0,Nu
3034,F,33,Liceu,Nord-Est,Urban,2899.0,Nu
3035,M,49,Facultate,Nord-Vest,Urban,5921.0,Da
3036,F,53,Facultate,Sud-Est,Urban,6131.0,Da
3037,F,52,Masterat,Bucuresti-Ilfov,Urban,6773.0,Nu
3038,M,43,Facultate,Sud-Vest Oltenia,Urban,5948.0,Da
3039,M,45,Facultate,Bucuresti-Ilfov,Rural,5761.0,Nu
3040,F,42,Liceu,Centru,Rural,3531.0,Nu
3041,M,32,Gimnaziu,Sud-Muntenia,Urban,3815.0,Da
3042,M,22,Facultate,Centru,Urban,6105.0,Nu
3043,M,55,Facultate,Vest,Rural,5128.0,Da
3044,M,39,Masterat,Sud-Est,Rural,5317.0,Nu
3045,F,34,Liceu,Sud-Muntenia,Rural,2986.0,Nu
3046,F,36,Masterat,Vest,Rural,6001.0,Nu
3047,F,46,Liceu,Sud-Vest Oltenia,Urban,3359.0,Nu
3048,F,36,Facultate,Nord-Est,Urban,4551.0,Da
3049,F,36,Facultate,Sud-Est,Rural,4998.0,Da
3050,M,28,Profesional,Nord-Vest,Urban,4036.0,Nu
3051,M,48,Liceu,Vest,Rural,5560.0,Da
3052,F,49,Liceu,Sud-Muntenia,Rural,3465.0,Nu
3053,F,29,Doctorat,Centru,Urban,7746.0,Nu
3054,M,58,Liceu,Nord-Vest,Urban,4878.0,Da
3055,M,40,Liceu,Nord-Vest,Rural,2698.0,Nu
3056,M,39,Facultate,Nord-Est,Rural,4364.0,Nu
3057,F,43,Liceu,Centru,Urban,4139.0,Nu
3058,M,33,Liceu,Sud-Vest Oltenia,Rural,3808.0,Da
3059,F,64,Profesional,Sud-Vest Oltenia,Urban,4144.0,Nu
3060,F,46,Masterat,Sud-Muntenia,Urban,6460.0,Nu
3061,F,41,Facultate,Sud-Est,Urban,5875.0,Nu
3062,F,23,Profesional,Bucuresti-Ilfov,Rural,4299.0,Da
3063,F,42,Liceu,Nord-Est,Rural,2254.0,Da
3064,F,18,Profesional,Sud-Muntenia,Urban,3427.0,Da
3065,F,23,Liceu,Centru,Rural,3415.0,Nu
3066,F,36,Postliceal,Centru,Urban,5165.0,Nu
3067,F,24,Liceu,Centru,Urban,4483.0,Da
3068,M,41,Liceu,Centru,Rural,3557.0,Nu
3069,M,54,Profesional,Nord-Est,Urban,3545.0,Da
3070,F,39,Facultate,Sud-Muntenia,Rural,3828.0,Da
3071,M,35,Liceu,Sud-Muntenia,Rural,2360.0,Da
3072,F,46,Masterat,Bucuresti-Ilfov,Rural,7455.0,Nu
3073,F,52,Profesional,Sud-Muntenia,Rural,3095.0,Nu
3074,M,51,Liceu,Nord-Est,Rural,3148.0,Da
3075,F,53,Facultate,Centru,Urban,6196.0,Da
3076,F,42,Facultate,Centru,Rural,5426.0,Nu
3077,M,35,Profesional,Nord-Vest,Rural,,Da
3078,M,37,Profesional,Centru,Rural,4002.0,Nu
3079,M,48,Liceu,Bucuresti-Ilfov,Urban,5048.0,Nu
3080,M,40,Liceu,Sud-Vest Oltenia,Rural,2840.0,Da
3081,F,42,Liceu,Sud-Est,Rural,3531.0,Nu
3082,F,59,Doctorat,Bucuresti-Ilfov,Urban,9109.0,Nu
3083,M,31,Profesional,Bucuresti-Ilfov,Rural,4094.0,Nu
3084,M,48,Liceu,Bucuresti-Ilfov,Urban,6575.0,Nu
3085,M,39,Liceu,Bucuresti-Ilfov,Rural,6648.0,Da
3086,F,35,Liceu,Nord-Est,Rural,2521.0,Nu
3087,F,39,Postliceal,Nord-Vest,Urban,4444.0,Nu
3088,F,56,Facultate,Centru,Rural,6016.0,Nu
3089,F,42,Facultate,Bucuresti-Ilfov,Rural,6106.0,Nu
3090,F,25,Profesional,Vest,Urban,3609.0,Nu
3091,F,18,Liceu,Centru,Rural,3288.0,Nu
3092,M,38,Gimnaziu,Bucuresti-Ilfov,Urban,5652.0,Da
3093,M,54,Profesional,Sud-Muntenia,Urban,4875.0,Da
3094,F,30,Masterat,Centru,Rural,4975.0,Da
3095,F,45,Facultate,Sud-Muntenia,Urban,5050.0,Da
3096,F,49,Profesional,Sud-Vest Oltenia,Urban,2899.0,Nu
3097,F,26,Profesional,Centru,Rural,2541.0,Nu
3098,M,52,Profesional,Bucuresti-Ilfov,Urban,6166.0,Nu
3099,M,53,Profesional,Sud-Vest Oltenia,Urban,5054.0,Nu
3100,F,45,Facultate,Nord-Vest,Urban,4822.0,Nu
3101,F,41,Liceu,Vest,Urban,4819.0,Nu
3102,M,60,Liceu,Sud-Est,Urban,4540.0,Nu
3103,F,35,Liceu,Bucuresti-Ilfov,Rural,4517.0,Nu
3104,M,27,Facultate,Centru,Urban,6504.0,Nu
3105,F,38,Liceu,Nord-Vest,Urban,3699.0,Da
3106,F,42,,Nord-Vest,Urban,4479.0,Nu
3107,M,54,Liceu,Sud-Est,Urban,4263.0,Da
3108,F,38,Masterat,Nord-Est,Rural,4455.0,Da
3109,M,57,Liceu,Nord-Est,Urban,3135.0,Nu
3110,F,28,Profesional,Sud-Est,Urban,3058.0,Da
3111,M,47,Liceu,Nord-Vest,Urban,4902.0,Nu
3112,F,47,Postliceal,Bucuresti-Ilfov,Urban,5767.0,Da
3113,F,49,Profesional,Nord-Est,Rural,2591.0,Nu
3114,M,43,Postliceal,Sud-Est,Urban,5169.0,Nu
3115,M,41,Gimnaziu,Nord-Est,Urban,2643.0,Nu
3116,F,42,Liceu,Sud-Muntenia,Urban,2901.0,Da
3117,M,31,Facultate,Centru,Rural,5529.0,Nu
3118,F,53,Liceu,Bucuresti-Ilfov,Rural,,Da
3119,M,32,Masterat,Nord-Est,Rural,6689.0,Nu
3120,F,18,Liceu,Bucuresti-Ilfov,Rural,3741.0,Nu
3121,M,41,Facultate,Nord-Est,Rural,5373.0,Nu
3122,F,42,Liceu,Bucuresti-Ilfov,Urban,5093.0,Nu
3123,M,42,Facultate,Bucuresti-Ilfov,Urban,7907.0,Nu
3124,M,35,Profesional,Bucuresti-Ilfov,Urban,5219.0,Nu
3125,M,49,Primar,Bucuresti-Ilfov,Urban,4859.0,Da
3126,M,43,Gimnaziu,Nord-Est,Urban,3139.0,Nu
3127,F,40,Masterat,Bucuresti-Ilfov,Urban,8111.0,Nu
3128,M,40,Profesional,Sud-Vest Oltenia,Rural,2736.0,Da
3129,F,19,Facultate,Sud-Est,Urban,4474.0,Da
3130,M,54,Postliceal,Nord-Est,Rural,3682.0,Da
3131,M,24,Profesional,Nord-Vest,Urban,5240.0,Nu
3132,M,33,Primar,Sud-Vest Oltenia,Urban,3737.0,Nu
3133,M,45,Facultate,Sud-Est,Rural,4686.0,Da
3134,F,58,Facultate,Sud-Vest Oltenia,Urban,6212.0,Da
3135,F,36,Liceu,Bucuresti-Ilfov,Rural,4832.0,Da
3136,M,30,Masterat,Sud-Muntenia,Urban,5982.0,Nu
3137,F,35,Facultate,Sud-Vest Oltenia,Rural,4566.0,Da
3138,F,54,Liceu,Nord-Est,Rural,2285.0,Nu
3139,F,36,Liceu,Sud-Est,Rural,3802.0,Nu
3140,F,45,Facultate,Centru,Urban,6598.0,Nu
3141,M,41,Facultate,Nord-Vest,Urban,5672.0,Da
3142,F,48,Facultate,Centru,Rural,5422.0,Da
3143,M,38,Liceu,Sud-Est,Urban,4355.0,Da
3144,M,54,Primar,Bucuresti-Ilfov,Urban,5059.0,Da
3145,F,32,Masterat,Nord-Vest,Urban,6107.0,Nu
3146,M,26,Facultate,Sud-Est,Urban,5464.0,Da
3147,F,52,Profesional,Nord-Vest,Rural,3745.0,Nu
3148,F,57,Liceu,Bucuresti-Ilfov,Urban,5589.0,Da
3149,M,35,Liceu,Sud-Muntenia,Urban,5592.0,Da
3150,M,55,Masterat,Vest,Urban,8049.0,Da
3151,F,67,Facultate,Nord-Vest,Urban,5927.0,Nu
3152,M,34,Profesional,Nord-Vest,Urban,5569.0,Da
3153,F,28,Postliceal,Bucuresti-Ilfov,Urban,5540.0,Da
3154,M,33,Postliceal,Vest,Rural,3914.0,Nu
3155,F,50,Liceu,Sud-Muntenia,Rural,3651.0,Nu
3156,M,44,Gimnaziu,Nord-Est,Rural,3763.0,Da
3157,M,32,Primar,Sud-Est,Rural,2200.0,Nu
3158,F,18,Facultate,Sud-Est,Rural,4812.0,Nu
3159,F,40,Facultate,Vest,Urban,4865.0,Da
3160,M,45,Profesional,Sud-Est,Rural,4387.0,Da
3161,F,26,Gimnaziu,Centru,Urban,3156.0,Nu
3162,M,21,Liceu,Nord-Vest,Rural,2200.0,Da
3163,F,45,Facultate,Vest,Urban,6520.0,Da
3164,M,56,Masterat,Centru,Urban,7464.0,Da
3165,M,50,Postliceal,Bucuresti-Ilfov,Urban,6266.0,Nu
3166,M,36,Liceu,Sud-Est,Urban,3696.0,Nu
3167,M,43,Profesional,Vest,Urban,4877.0,Nu
3168,M,25,Liceu,Vest,Rural,4213.0,Da
3169,F,54,Liceu,Nord-Vest,Rural,3341.0,Nu
3170,M,40,Postliceal,Sud-Vest Oltenia,Rural,3540.0,Da
3171,F,31,Profesional,Bucuresti-Ilfov,Rural,3948.0,Nu
3172,M,47,Facultate,Sud-Vest Oltenia,Rural,4235.0,Nu
3173,F,54,Masterat,Bucuresti-Ilfov,Urban,7020.0,Da
3174,F,44,Masterat,Bucuresti-Ilfov,Rural,6165.0,Nu
3175,M,33,Postliceal,Sud-Vest Oltenia,Rural,3376.0,Nu
3176,F,67,Masterat,Nord-Est,Urban,6460.0,Da
3177,F,45,Primar,Sud-Est,Urban,3107.0,Nu
3178,M,35,Profesional,Sud-Est,Urban,3445.0,Nu
3179,F,45,Liceu,Sud-Muntenia,Urban,4119.0,Da
3180,M,35,Primar,Nord-Vest,Rural,3314.0,Da
3181,F,23,Liceu,Nord-Vest,Urban,3974.0,Da
3182,F,27,Profesional,Vest,Rural,3948.0,Nu
3183,M,50,Profesional,Nord-Vest,Rural,5141.0,Nu
3184,M,24,Facultate,Bucuresti-Ilfov,Rural,5393.0,Da
3185,F,43,Masterat,Bucuresti-Ilfov,Urban,8634.0,Nu
3186,M,45,Primar,Sud-Vest Oltenia,Urban,3891.0,Da
3187,F,43,Facultate,Vest,Urban,6615.0,Da
3188,F,67,Postliceal,Nord-Est,Rural,3344.0,Da
3189,F,46,Profesional,Sud-Est,Rural,3849.0,Nu
3190,F,36,Facultate,Sud-Est,Urban,4509.0,Nu
3191,F,57,Profesional,Sud-Muntenia,Urban,3071.0,Nu
3192,F,39,Liceu,Bucuresti-Ilfov,Urban,6534.0,Da
3193,M,41,Gimnaziu,Nord-Vest,Urban,4500.0,Da
3194,M,45,Liceu,Nord-Vest,Rural,3341.0,Nu
3195,F,39,Facultate,Nord-Est,Urban,4898.0,Da
3196,F,30,Liceu,Bucuresti-Ilfov,Rural,5050.0,Nu
3197,M,33,Liceu,Sud-Vest Oltenia,Rural,2917.0,Nu
3198,M,46,Facultate,Bucuresti-Ilfov,Rural,7149.0,Nu
3199,M,31,Gimnaziu,Bucuresti-Ilfov,Urban,5337.0,Nu
3200,F,38,Masterat,Vest,Urban,6649.0,Nu
3201,M,30,Liceu,Centru,Urban,4770.0,Da
3202,M,62,Liceu,Nord-Vest,Urban,4673.0,Nu
3203,F,19,Doctorat,Sud-Est,Urban,5844.0,Nu
3204,F,50,Postliceal,Centru,Rural,3816.0,Nu
3205,M,37,Liceu,Bucuresti-Ilfov,Urban,4510.0,Da
3206,M,32,Postliceal,Sud-Est,Rural,3569.0,Da
3207,M,43,Liceu,Vest,Rural,4340.0,Nu
3208,F,28,Masterat,Nord-Est,Rural,5708.0,Nu
3209,M,53,Facultate,Sud-Muntenia,Rural,5107.0,Da
3210,M,41,Facultate,Centru,Urban,7004.0,Nu
3211,F,33,Liceu,Bucuresti-Ilfov,Urban,5520.0,Da
3212,M,30,Primar,Sud-Vest Oltenia,Urban,3506.0,Da
3213,F,32,Gimnaziu,Nord-Est,Urban,3204.0,Nu
3214,M,27,Liceu,Sud-Est,Urban,4346.0,Nu
3215,F,41,Liceu,Sud-Est,Urban,4069.0,Da
3216,M,44,Liceu,Sud-Muntenia,Rural,3492.0,Da
3217,M,29,Facultate,Bucuresti-Ilfov,Urban,7191.0,Da
3218,F,29,Facultate,Sud-Est,Rural,2711.0,Nu
3219,F,38,Liceu,Sud-Muntenia,Rural,3389.0,Nu
3220,M,33,Gimnaziu,Nord-Vest,Urban,4479.0,Da
3221,F,26,Primar,Vest,Urban,4019.0,Nu
3222,F,59,Liceu,Sud-Vest Oltenia,Urban,3779.0,Da
3223,M,51,Liceu,Nord-Est,Urban,4573.0,Nu
3224,F,21,Profesional,Vest,Rural,3549.0,Nu
3225,F,52,Gimnaziu,Vest,Rural,3689.0,Nu
3226,F,43,Doctorat,Sud-Est,Rural,7312.0,Nu
3227,F,26,Gimnaziu,Sud-Muntenia,Rural,2200.0,Nu
3228,M,48,Liceu,Nord-Est,Rural,3033.0,Da
3229,M,20,Facultate,Sud-Est,Rural,4362.0,Nu
3230,F,22,Facultate,Centru,Rural,5383.0,Nu
3231,F,49,Profesional,Sud-Muntenia,Urban,5059.0,Da
3232,F,32,Liceu,Centru,Urban,3652.0,Nu
3233,F,45,Profesional,Sud-Vest Oltenia,Urban,3388.0,Nu
3234,F,34,Liceu,Centru,Rural,3477.0,Nu
3235,F,31,Liceu,Vest,Urban,3525.0,Nu
3236,F,46,Gimnaziu,Nord-Vest,Urban,4155.0,Nu
3237,F,40,Gimnaziu,Bucuresti-Ilfov,Rural,5072.0,Nu
3238,M,37,Facultate,Sud-Muntenia,Rural,5964.0,Nu
3239,M,40,Profesional,Bucuresti-Ilfov,Rural,4653.0,Nu
3240,F,63,Facultate,Sud-Muntenia,Rural,4853.0,Nu
3241,M,49,Profesional,Bucuresti-Ilfov,Rural,5055.0,Nu
3242,M,56,Postliceal,Centru,Rural,4606.0,Nu
3243,F,39,Masterat,Sud-Vest Oltenia,Urban,4857.0,Nu
3244,F,57,Liceu,Sud-Vest Oltenia,Urban,5013.0,Nu
3245,F,45,Gimnaziu,Sud-Est,Rural,3081.0,Nu
3246,M,41,Masterat,Bucuresti-Ilfov,Rural,7805.0,Nu
3247,M,57,Masterat,Nord-Est,Urban,7311.0,Da
3248,M,27,Profesional,Centru,Urban,4327.0,Nu
3249,F,47,Facultate,Sud-Vest Oltenia,Urban,5205.0,Nu
3250,M,38,Postliceal,Bucuresti-Ilfov,Rural,4947.0,Nu
3251,F,51,Gimnaziu,Vest,Rural,3840.0,Nu
3252,M,34,Profesional,Centru,Rural,3132.0,Nu
3253,F,26,Postliceal,Vest,Rural,4026.0,Nu
3254,F,29,Facultate,Nord-Est,Rural,2873.0,Nu
3255,M,27,Liceu,Vest,Urban,4797.0,Nu
3256,M,21,Profesional,Centru,Rural,4276.0,Nu
3257,M,28,Profesional,Sud-Vest Oltenia,Urban,3761.0,Da
3258,F,29,Facultate,Nord-Est,Urban,4008.0,Nu
3259,M,36,Liceu,Bucuresti-Ilfov,Urban,5213.0,Nu
3260,M,57,Liceu,Vest,Rural,4487.0,Nu
3261,F,51,Liceu,Sud-Vest Oltenia,Urban,4738.0,Nu
3262,M,32,Masterat,Nord-Est,Urban,7391.0,Da
3263,M,37,Masterat,Nord-Est,Urban,6880.0,Da
3264,M,28,Postliceal,Vest,Rural,4328.0,Da
3265,M,67,Doctorat,Nord-Vest,Urban,8835.0,Da
3266,M,58,Postliceal,Bucuresti-Ilfov,Rural,5253.0,Nu
3267,F,41,Masterat,Bucuresti-Ilfov,Urban,8088.0,Nu
3268,F,25,Postliceal,Bucuresti-Ilfov,Urban,5431.0,Nu
3269,F,18,Liceu,Bucuresti-Ilfov,Urban,4814.0,Nu
3270,M,30,Gimnaziu,Bucuresti-Ilfov,Rural,5075.0,Nu
3271,M,36,Facultate,Nord-Est,Urban,6050.0,Da
3272,M,36,Masterat,Sud-Est,Urban,7107.0,Da
3273,M,45,Primar,Centru,Urban,4653.0,Nu
3274,F,61,Gimnaziu,Nord-Vest,Urban,,Nu
3275,F,35,Facultate,Nord-Est,Urban,4316.0,Nu
3276,M,35,Facultate,Nord-Vest,Urban,5837.0,Da
3277,F,38,Masterat,Centru,Rural,4471.0,Nu
3278,F,40,Postliceal,Sud-Vest Oltenia,Rural,4324.0,Nu
3279,F,47,Liceu,Nord-Vest,Urban,4846.0,Nu
3280,M,50,Facultate,Centru,Rural,6215.0,Da
3281,M,46,Doctorat,Sud-Muntenia,Urban,7871.0,Nu
3282,M,34,Postliceal,Bucuresti-Ilfov,Rural,5657.0,Nu
3283,M,38,Gimnaziu,Sud-Muntenia,Urban,3677.0,Nu
3284,F,57,Facultate,Bucuresti-Ilfov,Urban,6623.0,Da
3285,M,62,Liceu,Sud-Muntenia,Urban,4430.0,Nu
3286,M,23,Liceu,Sud-Vest Oltenia,Urban,3591.0,Nu
3287,F,35,Profesional,Bucuresti-Ilfov,Urban,4463.0,Da
3288,F,44,Liceu,Sud-Est,Urban,4096.0,Nu
3289,F,46,Profesional,Bucuresti-Ilfov,Urban,6529.0,Da
3290,M,41,Profesional,Vest,Urban,4661.0,Da
3291,F,37,Masterat,Sud-Est,Urban,5857.0,Nu
3292,M,37,Facultate,Nord-Vest,Rural,4613.0,Nu
3293,M,38,Gimnaziu,Sud-Muntenia,Urban,3896.0,Nu
3294,F,32,Profesional,Nord-Vest,Rural,4164.0,Da
3295,M,33,Postliceal,Bucuresti-Ilfov,Urban,6762.0,Da
3296,M,37,Facultate,Sud-Muntenia,Rural,4577.0,Da
3297,M,46,Liceu,Sud-Muntenia,Urban,4863.0,Da
3298,F,26,Liceu,Nord-Est,Rural,2200.0,Da
3299,F,39,Liceu,Nord-Vest,Urban,3744.0,Nu
3300,M,48,Gimnaziu,Bucuresti-Ilfov,Rural,4334.0,Nu
3301,F,30,Liceu,Vest,Rural,3394.0,Nu
3302,M,48,Liceu,Sud-Muntenia,Rural,3289.0,Nu
3303,M,55,Facultate,Sud-Vest Oltenia,Urban,5998.0,Da
3304,M,53,Liceu,Nord-Est,Rural,3695.0,Nu
3305,F,24,Postliceal,Bucuresti-Ilfov,Rural,4486.0,Nu
3306,M,51,Masterat,Nord-Est,Urban,6916.0,Da
3307,M,57,Masterat,Nord-Vest,Urban,7360.0,Da
3308,F,41,Liceu,Vest,Rural,2983.0,Nu
3309,F,43,Facultate,Nord-Est,Urban,5830.0,Nu
3310,M,46,Profesional,Centru,Rural,4583.0,Nu
3311,F,44,Facultate,Bucuresti-Ilfov,Rural,5691.0,Da
3312,F,20,Liceu,Nord-Vest,Urban,4269.0,Nu
3313,M,51,Liceu,Nord-Vest,Urban,5663.0,Da
3314,F,48,Liceu,Sud-Vest Oltenia,Urban,3437.0,Nu
3315,F,32,Liceu,Nord-Vest,Rural,3865.0,Nu
3316,F,35,Masterat,Nord-Est,Urban,5695.0,Da
3317,M,33,Masterat,Nord-Est,Urban,5808.0,Nu
3318,F,35,Facultate,Centru,Urban,4981.0,Da
3319,F,63,Masterat,Bucuresti-Ilfov,Urban,8093.0,Da
3320,M,50,Masterat,Sud-Muntenia,Urban,7119.0,Nu
3321,F,40,Liceu,Sud-Vest Oltenia,Rural,3117.0,Nu
3322,F,38,Facultate,Nord-Est,Rural,4748.0,Da
3323,M,62,Facultate,Sud-Est,Urban,6580.0,Da
3324,M,47,Profesional,Nord-Est,Urban,2995.0,Da
3325,M,22,Postliceal,Nord-Vest,Rural,2471.0,Nu
3326,M,54,Facultate,Nord-Est,Rural,,Nu
3327,M,38,Facultate,Nord-Vest,Rural,4867.0,Nu
3328,F,28,Gimnaziu,Vest,Urban,4477.0,Da
3329,F,42,Profesional,Centru,Urban,4529.0,Da
3330,F,46,Liceu,Vest,Urban,3774.0,Da
3331,M,48,Facultate,Bucuresti-Ilfov,Rural,6714.0,Nu
3332,M,38,Masterat,Sud-Muntenia,Rural,5459.0,Da
3333,F,24,Profesional,Vest,Urban,3982.0,Nu
3334,M,23,Masterat,Sud-Muntenia,Rural,4876.0,Da
3335,F,29,Facultate,Bucuresti-Ilfov,Rural,5134.0,Da
3336,M,54,Liceu,Nord-Est,Urban,5090.0,Nu
3337,M,40,Facultate,Sud-Muntenia,Urban,6674.0,Nu
3338,M,24,Profesional,Nord-Est,Urban,3655.0,Da
3339,F,42,Facultate,Sud-Vest Oltenia,Urban,4625.0,Da
3340,F,48,Liceu,Nord-Vest,Urban,4071.0,Da
3341,M,53,Masterat,Nord-Est,Rural,5116.0,Da
3342,M,20,Liceu,Sud-Muntenia,Rural,2343.0,Da
3343,F,28,Profesional,Sud-Muntenia,Rural,2200.0,Nu
3344,F,37,Primar,Sud-Est,Urban,3519.0,Da
3345,M,29,Masterat,Nord-Est,Rural,4699.0,Da
3346,M,36,Facultate,Nord-Est,Urban,5930.0,Da
3347,F,45,Gimnaziu,Bucuresti-Ilfov,Urban,5244.0,Nu
3348,M,37,Postliceal,Bucuresti-Ilfov,Rural,5712.0,Nu
3349,M,45,Masterat,Sud-Est,Rural,5909.0,Da
3350,M,47,Primar,Bucuresti-Ilfov,Urban,5505.0,Nu
3351,M,57,Liceu,Nord-Vest,Rural,4312.0,Nu
3352,M,26,Liceu,Bucuresti-Ilfov,Rural,6675.0,Nu
3353,M,51,Facultate,Nord-Vest,Urban,6438.0,Nu
3354,F,36,Gimnaziu,Sud-Muntenia,Rural,3563.0,Da
3355,F,53,Primar,Vest,Urban,4689.0,Nu
3356,M,31,Profesional,Nord-Est,Rural,2954.0,Nu
3357,M,40,Postliceal,Nord-Vest,Rural,5017.0,Nu
3358,M,53,Liceu,Vest,Rural,4392.0,Da
3359,M,35,Liceu,Nord-Est,Rural,2985.0,Nu
3360,F,50,Masterat,Nord-Vest,Urban,6148.0,Da
3361,M,67,Gimnaziu,Vest,Urban,4323.0,Nu
3362,M,39,Liceu,Vest,Rural,2535.0,Nu
3363,F,18,Postliceal,Centru,Rural,3942.0,Nu
3364,M,18,Facultate,Nord-Est,Rural,3252.0,Da
3365,M,39,Primar,Nord-Est,Rural,2976.0,Nu
3366,F,36,Profesional,Nord-Est,Rural,2689.0,Nu
3367,M,55,Liceu,Vest,Urban,5271.0,Nu
3368,F,25,Liceu,Bucuresti-Ilfov,Urban,4891.0,Da
3369,M,51,Facultate,Sud-Vest Oltenia,Rural,6279.0,Da
3370,F,46,Profesional,Centru,Urban,5098.0,Da
3371,M,49,Liceu,Sud-Est,Urban,5317.0,Nu
3372,M,48,Facultate,Centru,Rural,5429.0,Nu
3373,F,48,Facultate,Bucuresti-Ilfov,Urban,7024.0,Nu
3374,F,30,Profesional,Sud-Muntenia,Urban,3299.0,Da
3375,F,62,Liceu,Sud-Est,Rural,3009.0,Nu
3376,M,18,Facultate,Sud-Est,Rural,3977.0,Nu
3377,M,43,Gimnaziu,Nord-Vest,Rural,3036.0,Nu
3378,F,40,Profesional,Sud-Est,Rural,3415.0,Nu
3379,M,40,Facultate,Nord-Est,Rural,3847.0,Da
3380,F,65,Masterat,Nord-Est,Urban,5906.0,Da
3381,F,37,Gimnaziu,Nord-Est,Urban,2200.0,Nu
3382,M,42,Liceu,Sud-Muntenia,Urban,2979.0,Da
3383,F,43,Profesional,Nord-Est,Urban,3620.0,Da
3384,F,25,Profesional,Bucuresti-Ilfov,Urban,5642.0,Da
3385,M,37,Liceu,Sud-Vest Oltenia,Urban,4270.0,Nu
3386,F,42,Masterat,Vest,Urban,5927.0,Nu
3387,F,25,Doctorat,Sud-Muntenia,Urban,6055.0,Da
3388,F,59,Masterat,Bucuresti-Ilfov,Urban,,Nu
3389,M,30,Facultate,Centru,Urban,5708.0,Da
3390,F,32,Liceu,Bucuresti-Ilfov,Urban,5964.0,Nu
3391,M,29,Facultate,Centru,Urban,4778.0,Nu
3392,M,37,Masterat,Nord-Est,Rural,5679.0,Da
3393,M,54,Facultate,Sud-Muntenia,Rural,4665.0,Nu
3394,F,33,Liceu,Vest,Urban,3949.0,Nu
3395,F,56,Facultate,Nord-Vest,Urban,4892.0,Nu
3396,M,60,Liceu,Sud-Est,Rural,2821.0,Nu
3397,F,44,Postliceal,Sud-Vest Oltenia,Urban,4075.0,Nu
3398,F,53,Profesional,Nord-Est,Rural,3280.0,Nu
3399,M,41,Gimnaziu,Bucuresti-Ilfov,Urban,4310.0,Da
3400,M,30,Liceu,Nord-Est,Rural,2706.0,Nu
3401,M,48,Masterat,Sud-Est,Rural,6543.0,Nu
3402,F,35,Liceu,Nord-Vest,Rural,2717.0,Nu
3403,M,38,Liceu,Nord-Est,Urban,4325.0,Da
3404,F,37,Liceu,Bucuresti-Ilfov,Urban,5569.0,Nu
3405,M,55,Facultate,Nord-Vest,Rural,6635.0,Da
3406,F,58,Liceu,Bucuresti-Ilfov,Urban,5228.0,Da
3407,M,66,Facultate,Sud-Vest Oltenia,Rural,5542.0,Nu
3408,M,30,Masterat,Bucuresti-Ilfov,Rural,7943.0,Da
3409,M,52,Liceu,Sud-Muntenia,Rural,4030.0,Nu
3410,M,28,Facultate,Sud-Muntenia,Urban,4454.0,Nu
3411,M,36,Postliceal,Bucuresti-Ilfov,Rural,4741.0,Da
3412,M,34,Primar,Nord-Vest,Urban,4082.0,Da
3413,M,31,Gimnaziu,Bucuresti-Ilfov,Urban,5135.0,Nu
3414,M,40,Profesional,Bucuresti-Ilfov,Urban,5975.0,Da
3415,M,41,Liceu,Sud-Vest Oltenia,Rural,3300.0,Nu
3416,F,41,Doctorat,Vest,Rural,6702.0,Nu
3417,M,43,Liceu,Nord-Est,Rural,4005.0,Da
3418,M,33,Facultate,Nord-Est,Urban,5306.0,Nu
3419,M,46,Masterat,Nord-Est,Rural,6343.0,Nu
3420,M,47,Facultate,Sud-Muntenia,Urban,6324.0,Da
3421,M,45,Postliceal,Nord-Vest,Urban,5534.0,Nu
3422,M,59,Liceu,Bucuresti-Ilfov,Urban,5488.0,Da
3423,F,51,Facultate,Sud-Est,Rural,4113.0,Nu
3424,M,58,Liceu,Sud-Est,Rural,4506.0,Da
3425,F,54,Profesional,Nord-Vest,Rural,3807.0,Nu
3426,M,27,Facultate,Sud-Muntenia,Urban,5451.0,Da
3427,M,28,Liceu,Vest,Urban,5138.0,Nu
3428,F,36,Facultate,Nord-Est,Urban,4595.0,Da
3429,M,40,Liceu,Nord-Vest,Rural,3684.0,Da
3430,F,26,Masterat,Sud-Est,Rural,5313.0,Nu
3431,M,35,Facultate,Nord-Est,Urban,5185.0,Da
3432,F,56,Gimnaziu,Bucuresti-Ilfov,Urban,5355.0,Nu
3433,F,35,Facultate,Sud-Muntenia,Urban,5388.0,Da
